"CODCT";"PROJETO";"Obra";"Tipo Obra";"RDO";"STATUS_RDO";"DATA_VALIDACAO_SALA_TECNICA"
"0007";"29091764";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";24/2/2025 00:00:00
"0007";"29091837";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";24/2/2025 00:00:00
"0007";"29091926";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";25/2/2025 00:00:00
"0007";"29091942";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";25/2/2025 00:00:00
"0007";"29092213";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";27/2/2025 00:00:00
"0007";"29092272";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";17/3/2025 00:00:00
"0007";"29092701";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";4/4/2025 00:00:00
"0007";"29103584";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";12/3/2025 00:00:00
"0007";"29103649";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";17/4/2025 00:00:00
"0007";"29103711";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";24/4/2025 00:00:00
"0007";"29103762";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";10/3/2025 00:00:00
"0007";"29103843";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";6/3/2025 00:00:00
"0007";"29354218";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";26/3/2025 00:00:00
"0007";"29383960";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";14/3/2025 00:00:00
"0007";"29398320";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";26/2/2025 00:00:00
"0007";"29451558";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";10/3/2025 00:00:00
"0007";"29463777";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";17/3/2025 00:00:00
"0007";"29463785";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";18/3/2025 00:00:00
"0007";"29478820";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";13/3/2025 00:00:00
"0007";"26004496";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";20/3/2025 00:00:00
"0007";"26004569";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";20/6/2025 00:00:00
"0007";"26004615";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";21/3/2025 00:00:00
"0007";"26004658";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26004666";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";21/3/2025 00:00:00
"0007";"26004704";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26004771";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26004801";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";20/3/2025 00:00:00
"0007";"26004852";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";21/3/2025 00:00:00
"0007";"26004860";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";23/4/2025 00:00:00
"0007";"26004879";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";30/4/2025 00:00:00
"0007";"26004917";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26004933";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";20/6/2025 00:00:00
"0007";"26004984";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";29/5/2025 00:00:00
"0007";"26004992";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";28/5/2025 00:00:00
"0007";"26005018";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0007";"26005026";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";15/4/2025 00:00:00
"0007";"26133239";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";30/4/2025 00:00:00
"0007";"26133247";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";15/4/2025 00:00:00
"0006";"42021642";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";6/3/2025 00:00:00
"0006";"42035163";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";20/3/2025 00:00:00
"0006";"42040051";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";24/3/2025 00:00:00
"0006";"42051746";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";4/4/2025 00:00:00
"0006";"42051940";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Cancelado                    ";
"0006";"42089026";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";9/5/2025 00:00:00
"0006";"42089077";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";31/3/2025 00:00:00
"0006";"42090300";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0006";"42092000";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0006";"42092299";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";31/3/2025 00:00:00
"0006";"42092388";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";31/3/2025 00:00:00
"0006";"42100100";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";20/3/2025 00:00:00
"0006";"42102235";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";30/4/2025 00:00:00
"0006";"42126142";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";19/3/2025 00:00:00
"0006";"42147808";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";14/3/2025 00:00:00
"0006";"42149959";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";19/3/2025 00:00:00
"0006";"42154170";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";24/3/2025 00:00:00
"0006";"42155223";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";20/3/2025 00:00:00
"0006";"42155266";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";31/3/2025 00:00:00
"0006";"42159733";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";29/4/2025 00:00:00
"0006";"42161355";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0006";"42161444";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";29/4/2025 00:00:00
"0006";"42161452";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";29/4/2025 00:00:00
"0006";"42161525";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";9/6/2025 00:00:00
"0006";"42161592";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0006";"42161916";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";31/3/2025 00:00:00
"0006";"42161967";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0006";"42162017";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0006";"42162068";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";3/6/2025 00:00:00
"0006";"42162084";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0006";"42162092";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0006";"42162165";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";24/3/2025 00:00:00
"0006";"42162190";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0006";"42162211";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0006";"42162246";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Cancelado                    ";
"0006";"42213207";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0006";"43006485";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";3/4/2025 00:00:00
"0006";"43014291";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0006";"43022421";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";9/4/2025 00:00:00
"0006";"43022618";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0006";"43023320";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";10/4/2025 00:00:00
"0006";"43038069";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";31/3/2025 00:00:00
"0006";"43038158";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";31/3/2025 00:00:00
"0006";"43038611";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";31/3/2025 00:00:00
"0006";"43045634";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";13/3/2025 00:00:00
"0006";"43049583";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";31/3/2025 00:00:00
"0006";"43050255";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0006";"43052037";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0006";"43061680";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";4/4/2025 00:00:00
"0006";"43066348";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";13/3/2025 00:00:00
"0006";"43070094";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";3/4/2025 00:00:00
"0006";"43081541";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";31/3/2025 00:00:00
"0006";"43089682";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";30/4/2025 00:00:00
"0006";"43092284";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";5/4/2025 00:00:00
"0006";"43129633";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";3/4/2025 00:00:00
"0006";"43148441";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";31/3/2025 00:00:00
"0006";"43152660";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";3/4/2025 00:00:00
"0006";"43153267";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";3/4/2025 00:00:00
"0006";"43153410";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";29/4/2025 00:00:00
"0006";"43153500";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";3/4/2025 00:00:00
"0006";"43153550";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";30/4/2025 00:00:00
"0006";"43169856";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";10/4/2025 00:00:00
"0006";"43177646";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";31/3/2025 00:00:00
"0006";"43183476";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";31/3/2025 00:00:00
"0006";"43183484";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0006";"43183670";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";10/4/2025 00:00:00
"0006";"43195539";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";31/3/2025 00:00:00
"0006";"43196500";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";13/3/2025 00:00:00
"0006";"43201733";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";3/4/2025 00:00:00
"0006";"43212468";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";4/4/2025 00:00:00
"0006";"43215068";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";3/4/2025 00:00:00
"0006";"43215157";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";3/4/2025 00:00:00
"0006";"43216897";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";10/4/2025 00:00:00
"0006";"43216927";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";3/4/2025 00:00:00
"0006";"43216935";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";3/4/2025 00:00:00
"0006";"43216943";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";3/4/2025 00:00:00
"0006";"43217281";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";31/3/2025 00:00:00
"0006";"43217532";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";4/4/2025 00:00:00
"0006";"43217559";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";31/3/2025 00:00:00
"0006";"43217753";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";6/5/2025 00:00:00
"0006";"43218369";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Cancelado                    ";31/3/2025 00:00:00
"0006";"43218652";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Não se aplica                ";
"0006";"43232205";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";3/4/2025 00:00:00
"0006";"43243002";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";31/3/2025 00:00:00
"0006";"43250807";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000001";"Aprovado Sala Técnica        ";10/4/2025 00:00:00
"0004";"13074903";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";6/2/2025 00:00:00
"0004";"13003828";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";6/2/2025 00:00:00
"0004";"13085069";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";6/2/2025 00:00:00
"0004";"13059785";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Cancelado                    ";
"0004";"13039571";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";6/2/2025 00:00:00
"0004";"12004286";"5-GERADOR_SOLAR";"Gerador Solar";"RDO-00000000001";"Aprovado Sala Técnica        ";6/2/2025 00:00:00
"0004";"13003658";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";6/2/2025 00:00:00
"0004";"13039679";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";6/2/2025 00:00:00
"0004";"13087169";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";6/2/2025 00:00:00
"0004";"13082507";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";6/2/2025 00:00:00
"0004";"14324920";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";6/2/2025 00:00:00
"0004";"12022071";"5-GERADOR_SOLAR";"Gerador Solar";"RDO-00000000001";"Aprovado Sala Técnica        ";6/2/2025 00:00:00
"0001";"12345678";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000525";"Cancelado                    ";
"0004";"13099752";"5-GERADOR_SOLAR";"Gerador Solar";"RDO-00000000001";"Aprovado Sala Técnica        ";7/2/2025 00:00:00
"0004";"13056000";"5-GERADOR_SOLAR";"Gerador Solar";"RDO-00000000001";"Aprovado Sala Técnica        ";7/2/2025 00:00:00
"0004";"13075446";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";7/2/2025 00:00:00
"0004";"15070557";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";7/2/2025 00:00:00
"0004";"13039512";"5-GERADOR_SOLAR";"Gerador Solar";"RDO-00000000001";"Aprovado Sala Técnica        ";7/2/2025 00:00:00
"0004";"13080474";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";11/2/2025 00:00:00
"0004";"13074881";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";10/2/2025 00:00:00
"0004";"13086391";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";7/2/2025 00:00:00
"0004";"13047841";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";7/2/2025 00:00:00
"0004";"14336600";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000002";"Aprovado Sala Técnica        ";7/2/2025 00:00:00
"0004";"13039873";"5-GERADOR_SOLAR";"Gerador Solar";"RDO-00000000001";"Aprovado Sala Técnica        ";7/2/2025 00:00:00
"0004";"13064002";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";7/2/2025 00:00:00
"0004";"14009277";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";7/2/2025 00:00:00
"0004";"15546861";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";7/2/2025 00:00:00
"0005";"21335842";"7-REDE_INTERNA_COMPARTILHADA";"Rede Interna";"RDO-00000000001";"Cancelado                    ";
"0004";"13086294";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";7/2/2025 00:00:00
"0004";"13039512";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";10/2/2025 00:00:00
"0004";"13099744";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";10/2/2025 00:00:00
"0004";"13040731";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";7/2/2025 00:00:00
"0004";"13093665";"6-ACEITAÇÃO_FINAL";"Aceitação Final";"RDO-00000000001";"Cancelado                    ";
"0005";"21335842";"7-REDE_INTERNA_COMPARTILHADA";"Rede Interna";"RDO-00000000002";"Aprovado Sala Técnica        ";7/2/2025 00:00:00
"0004";"13007203";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";10/2/2025 00:00:00
"0004";"15159647";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";7/2/2025 00:00:00
"0004";"15159647";"5-GERADOR_SOLAR";"Gerador Solar";"RDO-00000000001";"Aprovado Sala Técnica        ";10/2/2025 00:00:00
"0004";"12022047";"5-GERADOR_SOLAR";"Gerador Solar";"RDO-00000000001";"Aprovado Sala Técnica        ";10/2/2025 00:00:00
"0004";"15582434";"5-GERADOR_SOLAR";"Gerador Solar";"RDO-00000000001";"Cancelado                    ";
"0004";"12031860";"5-GERADOR_SOLAR";"Gerador Solar";"RDO-00000000001";"Aprovado Sala Técnica        ";10/2/2025 00:00:00
"0004";"12021733";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";11/2/2025 00:00:00
"0004";"13003925";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";6/2/2025 00:00:00
"0004";"13000241";"5-GERADOR_SOLAR";"Gerador Solar";"RDO-00000000003";"Aprovado Sala Técnica        ";11/2/2025 00:00:00
"0004";"13059785";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000002";"Aprovado Sala Técnica        ";6/2/2025 00:00:00
"0004";"14008513";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";10/2/2025 00:00:00
"0004";"13086383";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";6/2/2025 00:00:00
"0004";"13047957";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";17/3/2025 00:00:00
"0005";"21217408";"3-INSTALAÇÃO_DE_ACESSO";"Rede de Acesso";"RDO-00000000002";"Não se aplica                ";
"0004";"15579271";"2-IMPLANTAÇÃO_DE_PROJETO_ESPECIAL";"Projeto Especial";"RDO-00000000002";"Aprovado Sala Técnica        ";7/2/2025 00:00:00
"0004";"13040839";"5-GERADOR_SOLAR";"Gerador Solar";"RDO-00000000001";"Aprovado Sala Técnica        ";6/2/2025 00:00:00
"0004";"15004619";"2-IMPLANTAÇÃO_DE_PROJETO_ESPECIAL";"Projeto Especial";"RDO-00000000002";"Cancelado                    ";
"0004";"14003031";"4-IMPLANTAÇÃO_DE_REDE_INTERNA";"Rede Interna";"RDO-00000000001";"Aprovado Sala Técnica        ";7/2/2025 00:00:00
"0004";"15003000";"2-IMPLANTAÇÃO_DE_PROJETO_ESPECIAL";"Projeto Especial";"RDO-00000000002";"Aprovado Sala Técnica        ";7/2/2025 00:00:00
"0004";"15003817";"2-IMPLANTAÇÃO_DE_PROJETO_ESPECIAL";"Projeto Especial";"RDO-00000000002";"Cancelado                    ";
"0004";"15003361";"2-IMPLANTAÇÃO_DE_PROJETO_ESPECIAL";"Projeto Especial";"RDO-00000000002";"Aprovado Sala Técnica        ";13/2/2025 00:00:00
