"PROJETO";"Fase";"Região";"UF";"Município";"Escopo_RE";"Escopo_RI";"Escopo_GS";"Energia compart";"Escola Conectada"
"26008777";"4.1";"Nordeste II";"PE";"Trindade";"Sim";"Sim";"Não";;"Sim"
"26008793";"4.1";"Nordeste II";"PE";"Trindade";"Sim";"Sim";"Não";;"Não"
"26008807";"4.1";"Nordeste II";"PE";"Trindade";"Sim";"Sim";"Não";;"Não"
"26008815";"4.1";"Nordeste II";"PE";"Trindade";"Sim";"Sim";"Não";;"Não"
"26008955";"4.1";"Nordeste II";"PE";"Trindade";"Sim";"Sim";"Não";;"Não"
"26008963";"4.1";"Nordeste II";"PE";"Trindade";"Sim";"Sim";"Não";;"Não"
"26008998";"4.1";"Nordeste II";"PE";"Trindade";"Sim";"Sim";"Não";;"Não"
"26009021";"4.1";"Nordeste II";"PE";"Cedro";"Sim";"Sim";"Não";;"Não"
"26009030";"4.1";"Nordeste II";"PE";"Cedro";"Sim";"Sim";"Não";;"Não"
"26009200";"4.1";"Nordeste II";"PE";"Cedro";"Sim";"Sim";"Não";;"Não"
"26009218";"4.1";"Nordeste II";"PE";"Cedro";"Sim";"Sim";"Não";;"Não"
"26009277";"4.1";"Nordeste II";"PE";"Cedro";"Sim";"Sim";"Não";;"Não"
"26009331";"4.1";"Nordeste II";"PE";"Cedro";"Sim";"Sim";"Não";;"Sim"
"26009455";"4.1";"Nordeste II";"PE";"Mirandiba";"Sim";"Sim";"Não";;"Não"
"26009528";"4.1";"Nordeste II";"PE";"Mirandiba";"Sim";"Sim";"Não";;"Não"
"26009552";"4.1";"Nordeste II";"PE";"Mirandiba";"Sim";"Sim";"Não";;"Não"
"26009714";"4.1";"Nordeste II";"PE";"Mirandiba";"Sim";"Sim";"Não";;"Não"
"26009773";"4.1";"Nordeste II";"PE";"Mirandiba";"Sim";"Sim";"Não";;"Não"
"26009811";"4.1";"Nordeste II";"PE";"Mirandiba";"Sim";"Sim";"Não";;"Não"
"26009935";"4.1";"Nordeste II";"PE";"Mirandiba";"Sim";"Sim";"Não";;"Não"
"26009943";"4.1";"Nordeste II";"PE";"Mirandiba";"Sim";"Sim";"Não";;"Não"
"26009960";"4.1";"Nordeste II";"PE";"Mirandiba";"Sim";"Sim";"Não";;"Não"
"26009978";"4.1";"Nordeste II";"PE";"Mirandiba";"Sim";"Sim";"Não";;"Não"
"26009994";"4.1";"Nordeste II";"PE";"Mirandiba";"Sim";"Sim";"Não";;"Não"
"26010020";"4.1";"Nordeste II";"PE";"Mirandiba";"Sim";"Sim";"Não";;"Não"
"26010046";"4.1";"Nordeste II";"PE";"Mirandiba";"Sim";"Sim";"Não";;"Não"
"26010054";"4.1";"Nordeste II";"PE";"Mirandiba";"Sim";"Sim";"Não";;"Não"
"26010127";"4.1";"Nordeste II";"PE";"Parnamirim";"Sim";"Sim";"Não";;"Sim"
"26010283";"4.1";"Nordeste II";"PE";"Parnamirim";"Sim";"Sim";"Não";;"Não"
"26010313";"4.1";"Nordeste II";"PE";"Parnamirim";"Sim";"Sim";"Não";;"Não"
"26010461";"4.1";"Nordeste II";"PE";"Parnamirim";"Sim";"Sim";"Não";;"Não"
"26010470";"4.1";"Nordeste II";"PE";"Parnamirim";"Sim";"Sim";"Não";;"Não"
"26010577";"4.1";"Nordeste II";"PE";"Parnamirim";"Sim";"Sim";"Não";;"Não"
"26010585";"4.1";"Nordeste II";"PE";"Parnamirim";"Sim";"Sim";"Não";;"Não"
"26010615";"4.1";"Nordeste II";"PE";"Parnamirim";"Sim";"Sim";"Não";;"Não"
"26010623";"4.1";"Nordeste II";"PE";"Parnamirim";"Sim";"Sim";"Não";;"Não"
"26010690";"4.1";"Nordeste II";"PE";"Parnamirim";"Sim";"Sim";"Não";;"Não"
"26010720";"4.1";"Nordeste II";"PE";"Parnamirim";"Sim";"Sim";"Não";;"Não"
"26010739";"4.1";"Nordeste II";"PE";"Parnamirim";"Sim";"Sim";"Não";;"Não"
"26010798";"4.1";"Nordeste II";"PE";"Parnamirim";"Sim";"Sim";"Não";;"Não"
"26010984";"4.1";"Nordeste II";"PE";"Parnamirim";"Sim";"Sim";"Não";;"Não"
"26010992";"4.1";"Nordeste II";"PE";"Parnamirim";"Sim";"Sim";"Não";;"Não"
"26011301";"4.1";"Nordeste II";"PE";"Salgueiro";"Sim";"Sim";"Não";;"Não"
"26011336";"4.1";"Nordeste II";"PE";"Salgueiro";"Sim";"Sim";"Não";;"Não"
"26011743";"4.1";"Nordeste II";"PE";"Salgueiro";"Sim";"Sim";"Não";;"Não"
"26011778";"4.1";"Nordeste II";"PE";"Salgueiro";"Sim";"Sim";"Não";;"Não"
"26012030";"4.1";"Nordeste II";"PE";"Salgueiro";"Sim";"Sim";"Não";;"Não"
"26012731";"4.1";"Nordeste II";"PE";"São José do Belmonte";"Sim";"Sim";"Não";;"Não"
"26012740";"4.1";"Nordeste II";"PE";"São José do Belmonte";"Sim";"Sim";"Não";;"Não"
"26012944";"4.1";"Nordeste II";"PE";"São José do Belmonte";"Sim";"Sim";"Não";;"Não"
"26013584";"4.1";"Nordeste II";"PE";"Serrita";"Sim";"Sim";"Não";;"Não"
"26013592";"4.1";"Nordeste II";"PE";"Serrita";"Sim";"Sim";"Não";;"Não"
"26013746";"4.1";"Nordeste II";"PE";"Serrita";"Sim";"Sim";"Não";;"Não"
"26013843";"4.1";"Nordeste II";"PE";"Serrita";"Sim";"Sim";"Não";;"Não"
"26013860";"4.1";"Nordeste II";"PE";"Serrita";"Sim";"Sim";"Não";;"Não"
"26013878";"4.1";"Nordeste II";"PE";"Serrita";"Sim";"Sim";"Não";;"Sim"
"26013886";"4.1";"Nordeste II";"PE";"Serrita";"Sim";"Sim";"Não";;"Não"
"26013924";"4.1";"Nordeste II";"PE";"Serrita";"Sim";"Sim";"Não";;"Não"
"26013983";"4.1";"Nordeste II";"PE";"Serrita";"Sim";"Sim";"Não";;"Não"
"26014130";"4.1";"Nordeste II";"PE";"Serrita";"Sim";"Sim";"Não";;"Não"
"26014181";"4.1";"Nordeste II";"PE";"Verdejante";"Sim";"Sim";"Não";;"Não"
"26014211";"4.1";"Nordeste II";"PE";"Verdejante";"Sim";"Sim";"Não";;"Sim"
"26014246";"4.1";"Nordeste II";"PE";"Verdejante";"Sim";"Sim";"Não";;"Não"
"26014289";"4.1";"Nordeste II";"PE";"Verdejante";"Sim";"Sim";"Não";;"Sim"
"26014378";"4.1";"Nordeste II";"PE";"Verdejante";"Sim";"Sim";"Não";;"Não"
"26014386";"4.1";"Nordeste II";"PE";"Verdejante";"Sim";"Sim";"Não";;"Não"
"26014416";"4.1";"Nordeste II";"PE";"Verdejante";"Sim";"Sim";"Não";;"Sim"
"26014467";"4.1";"Nordeste II";"PE";"Verdejante";"Sim";"Sim";"Não";;"Não"
"26014858";"4.1";"Nordeste II";"PE";"Afogados da Ingazeira";"Sim";"Sim";"Não";;"Não"
"26015013";"4.1";"Nordeste II";"PE";"Afogados da Ingazeira";"Sim";"Sim";"Não";;"Não"
"26015030";"4.1";"Nordeste II";"PE";"Afogados da Ingazeira";"Sim";"Sim";"Não";;"Não"
"26015056";"4.1";"Nordeste II";"PE";"Afogados da Ingazeira";"Sim";"Sim";"Não";;"Não"
"26015161";"4.1";"Nordeste II";"PE";"Afogados da Ingazeira";"Sim";"Sim";"Não";;"Não"
"26015188";"4.1";"Nordeste II";"PE";"Afogados da Ingazeira";"Sim";"Sim";"Não";;"Não"
"26015269";"4.1";"Nordeste II";"PE";"Afogados da Ingazeira";"Sim";"Sim";"Não";;"Não"
"26015285";"4.1";"Nordeste II";"PE";"Afogados da Ingazeira";"Sim";"Sim";"Não";;"Não"
"26015374";"4.1";"Nordeste II";"PE";"Brejinho";"Sim";"Sim";"Não";;"Não"
"26015455";"4.1";"Nordeste II";"PE";"Brejinho";"Sim";"Sim";"Não";;"Não"
"26040212";"4.1";"Nordeste II";"PE";"Belém do São Francisco";"Sim";"Sim";"Não";;"Não"
"26015692";"4.1";"Nordeste II";"PE";"Calumbi";"Sim";"Sim";"Não";;"Sim"
"26025477";"4.1";"Nordeste II";"PE";"Betânia";"Sim";"Sim";"Não";;"Não"
"26015765";"4.1";"Nordeste II";"PE";"Calumbi";"Sim";"Sim";"Não";;"Não"
"26015773";"4.1";"Nordeste II";"PE";"Calumbi";"Sim";"Sim";"Não";;"Não"
"26025590";"4.1";"Nordeste II";"PE";"Betânia";"Sim";"Sim";"Não";;"Não"
"26015820";"4.1";"Nordeste II";"PE";"Calumbi";"Sim";"Sim";"Não";;"Não"
"26015854";"4.1";"Nordeste II";"PE";"Calumbi";"Sim";"Sim";"Não";;"Não"
"26025655";"4.1";"Nordeste II";"PE";"Betânia";"Sim";"Sim";"Não";;"Sim"
"26025671";"4.1";"Nordeste II";"PE";"Betânia";"Sim";"Sim";"Não";;"Sim"
"26025698";"4.1";"Nordeste II";"PE";"Betânia";"Sim";"Sim";"Não";;"Sim"
"26025850";"4.1";"Nordeste II";"PE";"Betânia";"Sim";"Sim";"Não";;"Sim"
"26016150";"4.1";"Nordeste II";"PE";"Carnaíba";"Sim";"Sim";"Não";;"Não"
"26016176";"4.1";"Nordeste II";"PE";"Carnaíba";"Sim";"Sim";"Não";;"Não"
"26016303";"4.1";"Nordeste II";"PE";"Carnaíba";"Sim";"Sim";"Não";;"Não"
"26016370";"4.1";"Nordeste II";"PE";"Carnaíba";"Sim";"Sim";"Não";;"Não"
"26016427";"4.1";"Nordeste II";"PE";"Carnaíba";"Sim";"Sim";"Não";;"Não"
"26025868";"4.1";"Nordeste II";"PE";"Betânia";"Sim";"Sim";"Não";;"Sim"
"26016648";"4.1";"Nordeste II";"PE";"Flores";"Sim";"Sim";"Não";;"Não"
"26025884";"4.1";"Nordeste II";"PE";"Betânia";"Sim";"Sim";"Não";;"Sim"
"26025906";"4.1";"Nordeste II";"PE";"Betânia";"Sim";"Sim";"Não";;"Sim"
"26025914";"4.1";"Nordeste II";"PE";"Betânia";"Sim";"Sim";"Não";;"Não"
"26016842";"4.1";"Nordeste II";"PE";"Flores";"Sim";"Sim";"Não";;"Não"
"26025930";"4.1";"Nordeste II";"PE";"Betânia";"Sim";"Sim";"Não";;"Não"
"26136924";"4.1";"Nordeste II";"PE";"Betânia";"Sim";"Sim";"Não";;"Sim"
"26141663";"4.1";"Nordeste II";"PE";"Betânia";"Sim";"Sim";"Não";;"Não"
"26016940";"4.1";"Nordeste II";"PE";"Flores";"Sim";"Sim";"Não";;"Não"
"26017008";"4.1";"Nordeste II";"PE";"Flores";"Sim";"Sim";"Não";;"Não"
"26032198";"4.1";"Nordeste II";"PE";"Cabrobó";"Sim";"Sim";"Não";;"Sim"
"26015617";"4.1";"Nordeste II";"PE";"Calumbi";"Sim";"Sim";"Não";;"Sim"
"26015722";"4.1";"Nordeste II";"PE";"Calumbi";"Sim";"Sim";"Não";;"Não"
"26015781";"4.1";"Nordeste II";"PE";"Calumbi";"Sim";"Sim";"Não";;"Sim"
"26015951";"4.1";"Nordeste II";"PE";"Calumbi";"Sim";"Sim";"Não";;"Não"
"26017504";"4.1";"Nordeste II";"PE";"Flores";"Sim";"Sim";"Não";;"Não"
"26017580";"4.1";"Nordeste II";"PE";"Iguaracy";"Sim";"Sim";"Não";;"Não"
"26017610";"4.1";"Nordeste II";"PE";"Iguaracy";"Sim";"Sim";"Não";;"Não"
"26017636";"4.1";"Nordeste II";"PE";"Iguaracy";"Sim";"Sim";"Não";;"Não"
"26017725";"4.1";"Nordeste II";"PE";"Iguaracy";"Sim";"Sim";"Não";;"Não"
"26017814";"4.1";"Nordeste II";"PE";"Iguaracy";"Sim";"Sim";"Não";;"Não"
"26017857";"4.1";"Nordeste II";"PE";"Iguaracy";"Sim";"Sim";"Não";;"Não"
"26017865";"4.1";"Nordeste II";"PE";"Iguaracy";"Sim";"Sim";"Não";;"Não"
"26017890";"4.1";"Nordeste II";"PE";"Iguaracy";"Sim";"Sim";"Não";;"Não"
"26018047";"4.1";"Nordeste II";"PE";"Ingazeira";"Sim";"Sim";"Não";;"Não"
"26018071";"4.1";"Nordeste II";"PE";"Ingazeira";"Sim";"Sim";"Não";;"Não"
"26018179";"4.1";"Nordeste II";"PE";"Ingazeira";"Sim";"Sim";"Não";;"Não"
"26018225";"4.1";"Nordeste II";"PE";"Ingazeira";"Sim";"Sim";"Não";;"Não"
"26018241";"4.1";"Nordeste II";"PE";"Ingazeira";"Sim";"Sim";"Não";;"Não"
"26018250";"4.1";"Nordeste II";"PE";"Ingazeira";"Sim";"Sim";"Não";;"Não"
"26018748";"4.1";"Nordeste II";"PE";"Itapetim";"Sim";"Sim";"Não";;"Não"
"26018853";"4.1";"Nordeste II";"PE";"Quixaba";"Sim";"Sim";"Não";;"Não"
"26018870";"4.1";"Nordeste II";"PE";"Quixaba";"Sim";"Sim";"Não";;"Não"
"26018926";"4.1";"Nordeste II";"PE";"Quixaba";"Sim";"Sim";"Não";;"Não"
"26015978";"4.1";"Nordeste II";"PE";"Calumbi";"Sim";"Sim";"Não";;"Não"
"26019019";"4.1";"Nordeste II";"PE";"Quixaba";"Sim";"Sim";"Não";;"Não"
"26019183";"4.1";"Nordeste II";"PE";"Santa Cruz da Baixa Verde";"Sim";"Sim";"Não";;"Não"
"26015994";"4.1";"Nordeste II";"PE";"Calumbi";"Sim";"Sim";"Não";;"Sim"
"26019329";"4.1";"Nordeste II";"PE";"Santa Cruz da Baixa Verde";"Sim";"Sim";"Não";;"Não"
"26019400";"4.1";"Nordeste II";"PE";"Santa Cruz da Baixa Verde";"Sim";"Sim";"Não";;"Não"
"26019418";"4.1";"Nordeste II";"PE";"Santa Cruz da Baixa Verde";"Sim";"Sim";"Não";;"Não"
"26019426";"4.1";"Nordeste II";"PE";"Santa Cruz da Baixa Verde";"Sim";"Sim";"Não";;"Não"
"26019612";"4.1";"Nordeste II";"PE";"Santa Terezinha";"Sim";"Sim";"Não";;"Não"
"26019620";"4.1";"Nordeste II";"PE";"Santa Terezinha";"Sim";"Sim";"Não";;"Não"
"26019698";"4.1";"Nordeste II";"PE";"Santa Terezinha";"Sim";"Sim";"Não";;"Sim"
"26019809";"4.1";"Nordeste II";"PE";"Santa Terezinha";"Sim";"Sim";"Não";;"Não"
"26019868";"4.1";"Nordeste II";"PE";"São José do Egito";"Sim";"Sim";"Não";;"Sim"
"26019973";"4.1";"Nordeste II";"PE";"São José do Egito";"Sim";"Sim";"Não";;"Não"
"26020041";"4.1";"Nordeste II";"PE";"São José do Egito";"Sim";"Sim";"Não";;"Não"
"26020300";"4.1";"Nordeste II";"PE";"São José do Egito";"Sim";"Sim";"Não";;"Não"
"26020343";"4.1";"Nordeste II";"PE";"São José do Egito";"Sim";"Sim";"Não";;"Não"
"26020424";"4.1";"Nordeste II";"PE";"São José do Egito";"Sim";"Sim";"Não";;"Não"
"26020440";"4.1";"Nordeste II";"PE";"São José do Egito";"Sim";"Sim";"Não";;"Não"
"26164469";"4.1";"Nordeste II";"PE";"Calumbi";"Sim";"Sim";"Não";;"Não"
"26020840";"4.1";"Nordeste II";"PE";"São José do Egito";"Sim";"Sim";"Não";;"Não"
"26021374";"4.1";"Nordeste II";"PE";"Serra Talhada";"Sim";"Sim";"Não";;"Não"
"26021404";"4.1";"Nordeste II";"PE";"Serra Talhada";"Sim";"Sim";"Não";;"Não"
"26178710";"4.1";"Nordeste II";"PE";"Calumbi";"Sim";"Sim";"Não";;"Sim"
"26021773";"4.1";"Nordeste II";"PE";"Serra Talhada";"Sim";"Sim";"Não";;"Não"
"26022010";"4.1";"Nordeste II";"PE";"Serra Talhada";"Sim";"Sim";"Não";;"Não"
"26022109";"4.1";"Nordeste II";"PE";"Serra Talhada";"Sim";"Sim";"Não";;"Não"
"26022150";"4.1";"Nordeste II";"PE";"Serra Talhada";"Sim";"Sim";"Não";;"Não"
"26022168";"4.1";"Nordeste II";"PE";"Serra Talhada";"Sim";"Sim";"Não";;"Não"
"26022176";"4.1";"Nordeste II";"PE";"Serra Talhada";"Sim";"Sim";"Não";;"Não"
"26022290";"4.1";"Nordeste II";"PE";"Serra Talhada";"Sim";"Sim";"Não";;"Não"
"26022303";"4.1";"Nordeste II";"PE";"Serra Talhada";"Sim";"Sim";"Não";;"Não"
"26016133";"4.1";"Nordeste II";"PE";"Carnaíba";"Sim";"Sim";"Não";;"Sim"
"26022320";"4.1";"Nordeste II";"PE";"Serra Talhada";"Sim";"Sim";"Não";;"Não"
"26022338";"4.1";"Nordeste II";"PE";"Serra Talhada";"Sim";"Sim";"Não";;"Não"
"26022389";"4.1";"Nordeste II";"PE";"Serra Talhada";"Sim";"Sim";"Não";;"Não"
"26022397";"4.1";"Nordeste II";"PE";"Serra Talhada";"Sim";"Sim";"Não";;"Não"
"26022494";"4.1";"Nordeste II";"PE";"Serra Talhada";"Sim";"Sim";"Não";;"Não"
"26022656";"4.1";"Nordeste II";"PE";"Serra Talhada";"Sim";"Sim";"Não";;"Sim"
"26022761";"4.1";"Nordeste II";"PE";"Serra Talhada";"Sim";"Sim";"Não";;"Não"
"26022770";"4.1";"Nordeste II";"PE";"Serra Talhada";"Sim";"Sim";"Não";;"Não"
"26022800";"4.1";"Nordeste II";"PE";"Serra Talhada";"Sim";"Sim";"Não";;"Não"
"26022834";"4.1";"Nordeste II";"PE";"Solidão";"Sim";"Sim";"Não";;"Não"
"26023350";"4.1";"Nordeste II";"PE";"Tabira";"Sim";"Sim";"Não";;"Não"
"26023563";"4.1";"Nordeste II";"PE";"Tabira";"Sim";"Sim";"Não";;"Não"
"26023636";"4.1";"Nordeste II";"PE";"Tabira";"Sim";"Sim";"Não";;"Não"
"26023679";"4.1";"Nordeste II";"PE";"Tabira";"Sim";"Sim";"Não";;"Não"
"26023717";"4.1";"Nordeste II";"PE";"Tabira";"Sim";"Sim";"Não";;"Não"
"26023768";"4.1";"Nordeste II";"PE";"Tabira";"Sim";"Sim";"Não";;"Não"
"26023903";"4.1";"Nordeste II";"PE";"Tabira";"Sim";"Sim";"Não";;"Não"
"26024357";"4.1";"Nordeste II";"PE";"Triunfo";"Sim";"Sim";"Não";;"Não"
"26024616";"4.1";"Nordeste II";"PE";"Tuparetama";"Sim";"Sim";"Não";;"Não"
"26025108";"4.1";"Nordeste II";"PE";"Arcoverde";"Sim";"Sim";"Não";;"Não"
"26025434";"4.1";"Nordeste II";"PE";"Betânia";"Sim";"Sim";"Não";;"Sim"
"26189186";"4.1";"Nordeste II";"PE";"Carnaíba";"Sim";"Sim";"Não";;"Não"
"26033186";"4.1";"Nordeste II";"PE";"Dormentes";"Sim";"Sim";"Não";;"Sim"
"26033259";"4.1";"Nordeste II";"PE";"Dormentes";"Sim";"Sim";"Não";;"Sim"
"26135179";"4.1";"Nordeste II";"PE";"Exu";"Sim";"Sim";"Não";;"Não"
"26154200";"4.1";"Nordeste II";"PE";"Exu";"Sim";"Sim";"Não";;"Não"
"26016583";"4.1";"Nordeste II";"PE";"Flores";"Sim";"Sim";"Não";;"Não"
"26016672";"4.1";"Nordeste II";"PE";"Flores";"Sim";"Sim";"Não";;"Sim"
"26016710";"4.1";"Nordeste II";"PE";"Flores";"Sim";"Sim";"Não";;"Sim"
"26016753";"4.1";"Nordeste II";"PE";"Flores";"Sim";"Sim";"Não";;"Não"
"26016869";"4.1";"Nordeste II";"PE";"Flores";"Sim";"Sim";"Não";;"Sim"
"26016907";"4.1";"Nordeste II";"PE";"Flores";"Sim";"Sim";"Não";;"Não"
"26026139";"4.1";"Nordeste II";"PE";"Custódia";"Sim";"Sim";"Não";;"Sim"
"26026295";"4.1";"Nordeste II";"PE";"Custódia";"Sim";"Sim";"Não";;"Sim"
"26026503";"4.1";"Nordeste II";"PE";"Custódia";"Sim";"Sim";"Não";;"Não"
"26026570";"4.1";"Nordeste II";"PE";"Custódia";"Sim";"Sim";"Não";;"Não"
"26026864";"4.1";"Nordeste II";"PE";"Custódia";"Sim";"Sim";"Não";;"Não"
"26026945";"4.1";"Nordeste II";"PE";"Ibimirim";"Sim";"Sim";"Não";;"Não"
"26026970";"4.1";"Nordeste II";"PE";"Ibimirim";"Sim";"Sim";"Não";;"Não"
"26027011";"4.1";"Nordeste II";"PE";"Ibimirim";"Sim";"Sim";"Não";;"Não"
"26027100";"4.1";"Nordeste II";"PE";"Ibimirim";"Sim";"Sim";"Não";;"Não"
"26027119";"4.1";"Nordeste II";"PE";"Ibimirim";"Sim";"Sim";"Não";;"Sim"
"26027127";"4.1";"Nordeste II";"PE";"Ibimirim";"Sim";"Sim";"Não";;"Não"
"26027356";"4.1";"Nordeste II";"PE";"Ibimirim";"Sim";"Sim";"Não";;"Não"
"26027550";"4.1";"Nordeste II";"PE";"Ibimirim";"Sim";"Sim";"Não";;"Não"
"26027933";"4.1";"Nordeste II";"PE";"Inajá";"Sim";"Sim";"Não";;"Não"
"26027941";"4.1";"Nordeste II";"PE";"Inajá";"Sim";"Sim";"Não";;"Não"
"26028069";"4.1";"Nordeste II";"PE";"Inajá";"Sim";"Sim";"Não";;"Não"
"26028123";"4.1";"Nordeste II";"PE";"Inajá";"Sim";"Sim";"Não";;"Não"
"26028166";"4.1";"Nordeste II";"PE";"Inajá";"Sim";"Sim";"Não";;"Não"
"26028387";"4.1";"Nordeste II";"PE";"Manari";"Sim";"Sim";"Não";;"Não"
"26028417";"4.1";"Nordeste II";"PE";"Manari";"Sim";"Sim";"Não";;"Não"
"26028492";"4.1";"Nordeste II";"PE";"Inajá";"Sim";"Sim";"Não";;"Não"
"26028700";"4.1";"Nordeste II";"PE";"Manari";"Sim";"Sim";"Não";;"Não"
"26028743";"4.1";"Nordeste II";"PE";"Manari";"Sim";"Sim";"Não";;"Não"
"26028751";"4.1";"Nordeste II";"PE";"Manari";"Sim";"Sim";"Não";;"Não"
"26028786";"4.1";"Nordeste II";"PE";"Manari";"Sim";"Sim";"Não";;"Não"
"26028816";"4.1";"Nordeste II";"PE";"Manari";"Sim";"Sim";"Não";;"Não"
"26028875";"4.1";"Nordeste II";"PE";"Manari";"Sim";"Sim";"Não";;"Não"
"26028930";"4.1";"Nordeste II";"PE";"Manari";"Sim";"Sim";"Não";;"Não"
"26028948";"4.1";"Nordeste II";"PE";"Manari";"Sim";"Sim";"Não";;"Não"
"26028999";"4.1";"Nordeste II";"PE";"Manari";"Sim";"Sim";"Não";;"Não"
"26029081";"4.1";"Nordeste II";"PE";"Manari";"Sim";"Sim";"Não";;"Não"
"26029090";"4.1";"Nordeste II";"PE";"Manari";"Sim";"Sim";"Não";;"Não"
"26029170";"4.1";"Nordeste II";"PE";"Manari";"Sim";"Sim";"Não";;"Não"
"26029200";"4.1";"Nordeste II";"PE";"Manari";"Sim";"Sim";"Não";;"Não"
"26029324";"4.1";"Nordeste II";"PE";"Manari";"Sim";"Sim";"Não";;"Não"
"26029375";"4.1";"Nordeste II";"PE";"Sertânia";"Sim";"Sim";"Não";;"Não"
"26029413";"4.1";"Nordeste II";"PE";"Sertânia";"Sim";"Sim";"Não";;"Não"
"26029537";"4.1";"Nordeste II";"PE";"Sertânia";"Sim";"Sim";"Não";;"Não"
"26029669";"4.1";"Nordeste II";"PE";"Sertânia";"Sim";"Sim";"Não";;"Não"
"26029677";"4.1";"Nordeste II";"PE";"Sertânia";"Sim";"Sim";"Não";;"Não"
"26029774";"4.1";"Nordeste II";"PE";"Sertânia";"Sim";"Sim";"Não";;"Não"
"26030209";"4.1";"Nordeste II";"PE";"Sertânia";"Sim";"Sim";"Não";;"Não"
"26016931";"4.1";"Nordeste II";"PE";"Flores";"Sim";"Sim";"Não";;"Sim"
"26030276";"4.1";"Nordeste II";"PE";"Sertânia";"Sim";"Sim";"Não";;"Não"
"26017113";"4.1";"Nordeste II";"PE";"Flores";"Sim";"Sim";"Não";;"Sim"
"26030365";"4.1";"Nordeste II";"PE";"Sertânia";"Sim";"Sim";"Não";;"Não"
"26017202";"4.1";"Nordeste II";"PE";"Flores";"Sim";"Sim";"Não";;"Sim"
"26030411";"4.1";"Nordeste II";"PE";"Sertânia";"Sim";"Sim";"Não";;"Não"
"26030420";"4.1";"Nordeste II";"PE";"Sertânia";"Sim";"Sim";"Não";;"Não"
"26030497";"4.1";"Nordeste II";"PE";"Sertânia";"Sim";"Sim";"Não";;"Não"
"26030527";"4.1";"Nordeste II";"PE";"Sertânia";"Sim";"Sim";"Não";;"Não"
"26030578";"4.1";"Nordeste II";"PE";"Afrânio";"Sim";"Sim";"Não";;"Não"
"26030780";"4.1";"Nordeste II";"PE";"Afrânio";"Sim";"Sim";"Não";;"Não"
"26030888";"4.1";"Nordeste II";"PE";"Afrânio";"Sim";"Sim";"Não";;"Não"
"26030918";"4.1";"Nordeste II";"PE";"Afrânio";"Sim";"Sim";"Não";;"Não"
"26030926";"4.1";"Nordeste II";"PE";"Afrânio";"Sim";"Sim";"Não";;"Não"
"26031175";"4.1";"Nordeste II";"PE";"Afrânio";"Sim";"Sim";"Não";;"Não"
"26031191";"4.1";"Nordeste II";"PE";"Afrânio";"Sim";"Sim";"Não";;"Não"
"26031310";"4.1";"Nordeste II";"PE";"Cabrobó";"Sim";"Sim";"Não";;"Não"
"26031434";"4.1";"Nordeste II";"PE";"Cabrobó";"Sim";"Sim";"Não";;"Não"
"26031450";"4.1";"Nordeste II";"PE";"Cabrobó";"Sim";"Sim";"Não";;"Não"
"26031507";"4.1";"Nordeste II";"PE";"Cabrobó";"Sim";"Sim";"Não";;"Sim"
"26031531";"4.1";"Nordeste II";"PE";"Cabrobó";"Sim";"Sim";"Não";;"Não"
"26031647";"4.1";"Nordeste II";"PE";"Cabrobó";"Sim";"Sim";"Não";;"Sim"
"26031728";"4.1";"Nordeste II";"PE";"Cabrobó";"Sim";"Sim";"Não";;"Não"
"26031744";"4.1";"Nordeste II";"PE";"Cabrobó";"Sim";"Sim";"Não";;"Não"
"26032163";"4.1";"Nordeste II";"PE";"Cabrobó";"Sim";"Sim";"Não";;"Sim"
"26017342";"4.1";"Nordeste II";"PE";"Flores";"Sim";"Sim";"Não";;"Não"
"26032279";"4.1";"Nordeste II";"PE";"Cabrobó";"Sim";"Sim";"Não";;"Não"
"26032660";"4.1";"Nordeste II";"PE";"Dormentes";"Sim";"Sim";"Não";;"Não"
"26032724";"4.1";"Nordeste II";"PE";"Dormentes";"Sim";"Sim";"Não";;"Não"
"26032856";"4.1";"Nordeste II";"PE";"Dormentes";"Sim";"Sim";"Não";;"Não"
"26032880";"4.1";"Nordeste II";"PE";"Dormentes";"Sim";"Sim";"Não";;"Sim"
"26033003";"4.1";"Nordeste II";"PE";"Dormentes";"Sim";"Sim";"Não";;"Não"
"26033062";"4.1";"Nordeste II";"PE";"Dormentes";"Sim";"Sim";"Não";;"Não"
"26017385";"4.1";"Nordeste II";"PE";"Flores";"Sim";"Sim";"Não";;"Sim"
"26017474";"4.1";"Nordeste II";"PE";"Flores";"Sim";"Sim";"Não";;"Sim"
"26033291";"4.1";"Nordeste II";"PE";"Dormentes";"Sim";"Sim";"Não";;"Não"
"26033305";"4.1";"Nordeste II";"PE";"Dormentes";"Sim";"Sim";"Não";;"Não"
"26033437";"4.1";"Nordeste II";"PE";"Orocó";"Sim";"Sim";"Não";;"Sim"
"26033453";"4.1";"Nordeste II";"PE";"Orocó";"Sim";"Sim";"Não";;"Não"
"26033488";"4.1";"Nordeste II";"PE";"Orocó";"Sim";"Sim";"Não";;"Sim"
"26033542";"4.1";"Nordeste II";"PE";"Orocó";"Sim";"Sim";"Não";;"Sim"
"26033585";"4.1";"Nordeste II";"PE";"Orocó";"Sim";"Sim";"Não";;"Sim"
"26033593";"4.1";"Nordeste II";"PE";"Orocó";"Sim";"Sim";"Não";;"Não"
"26033640";"4.1";"Nordeste II";"PE";"Orocó";"Sim";"Sim";"Não";;"Sim"
