"PROJETO";"Fase";"Região";"UF";"Município";"Escopo_RE";"Escopo_RI";"Escopo_GS";"Energia compart"
"12046620";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"S";
"12032964";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12033251";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"Não";"Sim"
"12007129";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12030007";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"S";
"12032565";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12028851";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"12007277";"A";"Norte";"AC";"Santa Rosa do Purus";"S";"S";"N";
"15589889";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15589536";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15590097";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15014088";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15013243";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15589870";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15589412";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15590534";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15016072";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15015912";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15011925";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15162419";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15518639";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15146367";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15016110";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15016102";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15012077";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15016129";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15012093";"A";"Norte";"PA";"Santarém";"S";"S";"Não";"Sim"
"15012140";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15550605";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15540626";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15165221";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15222004";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15012247";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15148165";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15012360";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15588238";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15148548";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15015602";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15582604";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15558100";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15016137";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15015947";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15589838";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15174832";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15518655";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15574725";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15011232";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15012778";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15015955";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15012808";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15012786";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15012824";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15015610";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15588211";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15015963";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15589994";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15016170";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15590577";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15590003";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15146596";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15162494";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15013073";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15013316";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15162540";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15225054";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15015629";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15148254";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15528685";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15015971";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15013049";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15589900";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15147924";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15147290";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15013340";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15162508";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15518680";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15550621";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15013189";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15589897";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15589862";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15015815";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15590119";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15148211";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15016234";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15147657";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15589919";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15589781";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15013235";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15016250";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15590062";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15590020";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15012980";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15013022";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15016269";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15015653";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15013260";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15015637";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15013278";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15013286";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15590569";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15141144";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15013332";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15016196";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15567052";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15013081";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15013103";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15013111";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15013383";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15016226";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15013391";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15146839";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15016188";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15013405";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15013413";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15590127";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15160211";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15012697";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15147070";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15567141";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15581756";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15015980";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15013987";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15016340";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15146537";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15014070";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15146480";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15014436";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15016390";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15014495";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15014550";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15148190";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15540600";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15016005";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15016455";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15016501";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15014746";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15014770";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15014754";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15518590";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15589773";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15162435";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15590500";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15016498";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15589935";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15590216";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15162427";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15589986";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15582612";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15104036";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15015670";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15140849";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15590160";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15590488";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15581764";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15226050";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15166511";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15013910";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15013952";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15013944";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15590151";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15540588";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15590178";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15147614";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15590089";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15590100";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15222802";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15540570";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15014150";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15590011";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15014193";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15014177";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15581721";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15014029";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15014169";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15589455";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15567214";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15014240";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15016358";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15572552";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15014304";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15582639";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15589854";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15590585";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15016404";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15588459";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15221814";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15590526";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15589927";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15590054";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15014762";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15590550";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15582620";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15014860";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15014894";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15016544";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15015700";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15014975";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15016552";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15016021";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15012280";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15148122";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15015718";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15015025";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15013847";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15015726";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15015084";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15016048";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15016056";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15015173";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15013901";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15016579";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15015114";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15015149";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15165108";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15590615";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15147894";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15016064";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15162486";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15156770";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15016641";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15540650";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15550630";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15588203";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15542491";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15581748";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15014410";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15014045";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15146383";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15160327";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15014525";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15175898";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15175901";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15175863";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15015696";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15016617";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15016595";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15100073";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15016420";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15014274";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15169235";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15168760";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15169553";"A";"Norte";"PA";"Santarém";"S";"S";"S";
"15169545";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15169529";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15169537";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15171078";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15165183";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15174743";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15173321";"A";"Norte";"PA";"Santarém";"S";"S";"N";
"15579980";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15586502";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15121976";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15122344";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15122379";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15138587";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15121755";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15121747";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15516750";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15580008";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15516695";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15121879";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15139093";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15121909";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15151263";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15586545";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15585808";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15122000";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"S";
"15151433";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15586510";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15171175";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15171191";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15162834";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15175758";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15151573";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15162826";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15573028";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15176274";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15171183";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15175340";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15573087";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15167500";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15175774";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15175324";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15175359";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15175766";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15580040";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15162842";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15162850";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15162818";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15175723";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15572951";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15175782";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15175332";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15175715";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15167526";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15175707";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15122077";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15122069";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15122123";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15122131";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15585816";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15122166";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15139920";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15585832";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15122239";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15122190";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15579972";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15122018";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15122220";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15122255";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15122271";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15122280";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15121917";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15123324";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15122484";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15122433";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15122468";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15122476";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15516717";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15122573";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15580059";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15122590";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15516202";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15122620";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15151417";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15122972";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15170160";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15168859";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15175740";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"15175804";"A";"Norte";"PA";"São Félix do Xingu";"S";"S";"N";
"13057600";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"N";
"13089935";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"N";
"13108450";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"N";
"13103466";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"N";
"13102290";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"N";
"13147200";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"N";
"13098969";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13002414";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13085727";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"N";
"13086316";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13087100";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"N";
"13319264";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13087061";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13092057";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13086847";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13087134";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"N";
"13130404";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"N";
"13098985";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13095137";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13085611";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13085816";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"N";
"13087045";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13002767";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13086294";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13085697";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"N";
"13085930";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13085883";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"N";
"13092022";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13095170";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13113208";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13149229";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"N";
"13316249";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"N";
"13086537";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13147226";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"N";
"13086480";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13086391";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13085590";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"N";
"13086820";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13086758";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13081977";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"N";
"13081985";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13152203";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"N";
"13085921";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13086626";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13086855";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13085875";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"N";
"13086243";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13085956";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13085964";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13095145";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13086251";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13319248";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"N";
"13085549";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"N";
"13086200";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13095196";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13086367";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13087096";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13318284";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"N";
"13002716";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13002970";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"S";
"13067192";"A";"Norte";"AM";"São Gabriel da Cachoeira";"S";"S";"N";
