"PROJETO";"Fase";"Região";"UF";"Município";"Escopo_RE";"Escopo_RI";"Escopo_GS";"Energia compart"
"11051140";"B";"Norte";"RO";"Ji-Paraná";"Sim";"Sim";"Não";
"11051604";"B";"Norte";"RO";"São Miguel do Guaporé";"Sim";"Sim";"Não";
"11054204";"B";"Norte";"RO";"Machadinho D'Oeste";"Sim";"Sim";"Não";
"11062800";"B";"Norte";"RO";"Buritis";"Sim";"Sim";"Não";
"11074809";"B";"Norte";"RO";"São Miguel do Guaporé";"Sim";"Sim";"Não";
"11086807";"B";"Norte";"RO";"Candeias do Jamari";"Sim";"Sim";"Não";
"11093846";"B";"Norte";"RO";"Nova Mamoré";"Sim";"Sim";"Não";
"11103809";"B";"Norte";"RO";"Vale do Anari";"Sim";"Sim";"Não";
"11106883";"B";"Norte";"RO";"Nova Mamoré";"Sim";"Sim";"Não";
"11106905";"B";"Norte";"RO";"Nova Mamoré";"Sim";"Sim";"Não";
"11114800";"B";"Norte";"RO";"Pimenta Bueno";"Sim";"Sim";"Não";
"43002900";"B";"Sul";"RS";"Viamão";"Sim";"Sim";"Não";
"43003010";"B";"Sul";"RS";"Riozinho";"Sim";"Sim";"Não";
"43004571";"B";"Sul";"RS";"Benjamin Constant do Sul";"Sim";"Sim";"Não";
"43006485";"B";"Sul";"RS";"Muçum";"Sim";"Sim";"Não";
"43006892";"B";"Sul";"RS";"São Valério do Sul";"Sim";"Sim";"Não";
"43007600";"B";"Sul";"RS";"Campestre da Serra";"Sim";"Sim";"Não";
"43008062";"B";"Sul";"RS";"Araricá";"Sim";"Sim";"Não";
"43008127";"B";"Sul";"RS";"Três Forquilhas";"Sim";"Sim";"Não";
"43008135";"B";"Sul";"RS";"Morrinhos do Sul";"Sim";"Sim";"Não";
"43008267";"B";"Sul";"RS";"Tiradentes do Sul";"Sim";"Sim";"Não";
"43008607";"B";"Sul";"RS";"Protásio Alves";"Sim";"Sim";"Não";
"43009530";"B";"Sul";"RS";"Novo Machado";"Sim";"Sim";"Não";
"43010504";"B";"Sul";"RS";"São Pedro das Missões";"Sim";"Sim";"Não";
"43010610";"B";"Sul";"RS";"Itapuca";"Sim";"Sim";"Não";
"43010695";"B";"Sul";"RS";"Agudo";"Sim";"Sim";"Não";
"43011802";"B";"Sul";"RS";"Alegrete";"Sim";"Sim";"Não";
"43011896";"B";"Sul";"RS";"Alegrete";"Sim";"Sim";"Não";
"43011926";"B";"Sul";"RS";"Alegrete";"Sim";"Sim";"Não";
"43012116";"B";"Sul";"RS";"Alegrete";"Sim";"Sim";"Não";
"43012159";"B";"Sul";"RS";"Alegrete";"Sim";"Sim";"Não";
"43012396";"B";"Sul";"RS";"Pelotas";"Sim";"Sim";"Não";
"43012434";"B";"Sul";"RS";"Alegrete";"Sim";"Sim";"Não";
"43013570";"B";"Sul";"RS";"Alto Alegre";"Sim";"Sim";"Não";
"43014259";"B";"Sul";"RS";"André da Rocha";"Sim";"Sim";"Não";
"43014291";"B";"Sul";"RS";"Anta Gorda";"Sim";"Sim";"Não";
"43014453";"B";"Sul";"RS";"Anta Gorda";"Sim";"Sim";"Não";
"43014569";"B";"Sul";"RS";"Anta Gorda";"Sim";"Sim";"Não";
"43015557";"B";"Sul";"RS";"Aratiba";"Sim";"Sim";"Não";
"43015620";"B";"Sul";"RS";"Barra do Rio Azul";"Sim";"Sim";"Não";
"43015697";"B";"Sul";"RS";"Aratiba";"Sim";"Sim";"Não";
"43016006";"B";"Sul";"RS";"Arroio do Meio";"Sim";"Sim";"Não";
"43016413";"B";"Sul";"RS";"Arroio dos Ratos";"Sim";"Sim";"Não";
"43016618";"B";"Sul";"RS";"Arroio do Tigre";"Sim";"Sim";"Não";
"43016715";"B";"Sul";"RS";"Arroio do Tigre";"Sim";"Sim";"Não";
"43016871";"B";"Sul";"RS";"Estrela Velha";"Sim";"Sim";"Não";
"43017320";"B";"Sul";"RS";"Arroio Grande";"Sim";"Sim";"Não";
"43017355";"B";"Sul";"RS";"Arroio Grande";"Sim";"Sim";"Não";
"43017428";"B";"Sul";"RS";"Arroio Grande";"Sim";"Sim";"Não";
"43018041";"B";"Sul";"RS";"Arvorezinha";"Sim";"Sim";"Não";
"43018823";"B";"Sul";"RS";"Áurea";"Sim";"Sim";"Não";
"43019285";"B";"Sul";"RS";"Aceguá";"Sim";"Sim";"Não";
"43020534";"B";"Sul";"RS";"Barão";"Sim";"Sim";"Não";
"43020577";"B";"Sul";"RS";"Barão";"Sim";"Sim";"Não";
"43020674";"B";"Sul";"RS";"Capão Bonito do Sul";"Sim";"Sim";"Não";
"43020771";"B";"Sul";"RS";"Barão de Cotegipe";"Sim";"Sim";"Não";
"43021875";"B";"Sul";"RS";"Barros Cassal";"Sim";"Sim";"Não";
"43021948";"B";"Sul";"RS";"Barros Cassal";"Sim";"Sim";"Não";
"43022227";"B";"Sul";"RS";"Gramado Xavier";"Sim";"Sim";"Não";
"43022421";"B";"Sul";"RS";"Pinto Bandeira";"Sim";"Sim";"Não";
"43022618";"B";"Sul";"RS";"Pinto Bandeira";"Sim";"Sim";"Não";
"43023320";"B";"Sul";"RS";"Pinto Bandeira";"Sim";"Sim";"Não";
"43024041";"B";"Sul";"RS";"São José dos Ausentes";"Sim";"Sim";"Não";
"43024211";"B";"Sul";"RS";"São José dos Ausentes";"Sim";"Sim";"Não";
"43024599";"B";"Sul";"RS";"São José dos Ausentes";"Sim";"Sim";"Não";
"43025374";"B";"Sul";"RS";"Boqueirão do Leão";"Sim";"Sim";"Não";
"43025471";"B";"Sul";"RS";"Boqueirão do Leão";"Sim";"Sim";"Não";
"43025528";"B";"Sul";"RS";"Boqueirão do Leão";"Sim";"Sim";"Não";
"43025552";"B";"Sul";"RS";"Boqueirão do Leão";"Sim";"Sim";"Não";
"43025587";"B";"Sul";"RS";"Boqueirão do Leão";"Sim";"Sim";"Não";
"43026346";"B";"Sul";"RS";"Brochier";"Sim";"Sim";"Não";
"43026362";"B";"Sul";"RS";"Maratá";"Sim";"Sim";"Não";
"43027393";"B";"Sul";"RS";"Caçapava do Sul";"Sim";"Sim";"Não";
"43027504";"B";"Sul";"RS";"Caçapava do Sul";"Sim";"Sim";"Não";
"43027571";"B";"Sul";"RS";"Caçapava do Sul";"Sim";"Sim";"Não";
"43027970";"B";"Sul";"RS";"Cacequi";"Sim";"Sim";"Não";
"43027997";"B";"Sul";"RS";"Cacequi";"Sim";"Sim";"Não";
"43028063";"B";"Sul";"RS";"Cacequi";"Sim";"Sim";"Não";
"43028071";"B";"Sul";"RS";"Cacequi";"Sim";"Sim";"Não";
"43028110";"B";"Sul";"RS";"Cacequi";"Sim";"Sim";"Não";
"43028292";"B";"Sul";"RS";"Cachoeira do Sul";"Sim";"Sim";"Não";
"43028314";"B";"Sul";"RS";"Cachoeira do Sul";"Sim";"Sim";"Não";
"43028365";"B";"Sul";"RS";"Cachoeira do Sul";"Sim";"Sim";"Não";
"43028381";"B";"Sul";"RS";"Cachoeira do Sul";"Sim";"Sim";"Não";
"43028470";"B";"Sul";"RS";"Cachoeira do Sul";"Sim";"Sim";"Não";
"43028683";"B";"Sul";"RS";"Cachoeira do Sul";"Sim";"Sim";"Não";
"43028861";"B";"Sul";"RS";"Cachoeira do Sul";"Sim";"Sim";"Não";
"43029051";"B";"Sul";"RS";"Lindolfo Collor";"Sim";"Sim";"Não";
"43029108";"B";"Sul";"RS";"Cachoeira do Sul";"Sim";"Sim";"Não";
"43029140";"B";"Sul";"RS";"Cachoeira do Sul";"Sim";"Sim";"Não";
"43029280";"B";"Sul";"RS";"Cachoeira do Sul";"Sim";"Sim";"Não";
"43029469";"B";"Sul";"RS";"Cachoeira do Sul";"Sim";"Sim";"Não";
"43030882";"B";"Sul";"RS";"Caiçara";"Sim";"Sim";"Não";
"43031218";"B";"Sul";"RS";"Camaquã";"Sim";"Sim";"Não";
"43031650";"B";"Sul";"RS";"Camaquã";"Sim";"Sim";"Não";
"43031919";"B";"Sul";"RS";"Camaquã";"Sim";"Sim";"Não";
"43032036";"B";"Sul";"RS";"Camaquã";"Sim";"Sim";"Não";
"43032257";"B";"Sul";"RS";"Camaquã";"Sim";"Sim";"Não";
"43032893";"B";"Sul";"RS";"Campina das Missões";"Sim";"Sim";"Não";
"43034276";"B";"Sul";"RS";"Candelária";"Sim";"Sim";"Não";
"43034357";"B";"Sul";"RS";"Candelária";"Sim";"Sim";"Não";
"43034446";"B";"Sul";"RS";"Candelária";"Sim";"Sim";"Não";
"43034713";"B";"Sul";"RS";"Candelária";"Sim";"Sim";"Não";
"43034721";"B";"Sul";"RS";"Candelária";"Sim";"Sim";"Não";
"43034756";"B";"Sul";"RS";"Candelária";"Sim";"Sim";"Não";
"43034900";"B";"Sul";"RS";"Candelária";"Sim";"Sim";"Não";
"43034950";"B";"Sul";"RS";"Candelária";"Sim";"Sim";"Não";
"43035035";"B";"Sul";"RS";"Candelária";"Sim";"Sim";"Não";
"43035620";"B";"Sul";"RS";"Canela";"Sim";"Sim";"Não";
"43036228";"B";"Sul";"RS";"Canguçu";"Sim";"Sim";"Não";
"43036481";"B";"Sul";"RS";"Canguçu";"Sim";"Sim";"Não";
"43036511";"B";"Sul";"RS";"Canguçu";"Sim";"Sim";"Não";
"43036724";"B";"Sul";"RS";"Canguçu";"Sim";"Sim";"Não";
"43036848";"B";"Sul";"RS";"Canguçu";"Sim";"Sim";"Não";
"43036910";"B";"Sul";"RS";"Canguçu";"Sim";"Sim";"Não";
"43036970";"B";"Sul";"RS";"Canguçu";"Sim";"Sim";"Não";
"43037054";"B";"Sul";"RS";"Canguçu";"Sim";"Sim";"Não";
"43037259";"B";"Sul";"RS";"Canguçu";"Sim";"Sim";"Não";
"43037275";"B";"Sul";"RS";"Canguçu";"Sim";"Sim";"Não";
"43037496";"B";"Sul";"RS";"Canguçu";"Sim";"Sim";"Não";
"43037534";"B";"Sul";"RS";"Canguçu";"Sim";"Sim";"Não";
"43037801";"B";"Sul";"RS";"Nova Santa Rita";"Sim";"Sim";"Não";
"43038069";"B";"Sul";"RS";"Nova Santa Rita";"Sim";"Sim";"Não";
"43038093";"B";"Sul";"RS";"Nova Santa Rita";"Sim";"Sim";"Não";
"43038123";"B";"Sul";"RS";"Nova Santa Rita";"Sim";"Sim";"Não";
"43038131";"B";"Sul";"RS";"Nova Santa Rita";"Sim";"Sim";"Não";
"43038158";"B";"Sul";"RS";"Nova Santa Rita";"Sim";"Sim";"Não";
"43038611";"B";"Sul";"RS";"Nova Santa Rita";"Sim";"Sim";"Não";
"43038816";"B";"Sul";"RS";"Xangri-lá";"Sim";"Sim";"Não";
"43039154";"B";"Sul";"RS";"Capela de Santana";"Sim";"Sim";"Não";
"43039162";"B";"Sul";"RS";"Capela de Santana";"Sim";"Sim";"Não";
"43039170";"B";"Sul";"RS";"Capela de Santana";"Sim";"Sim";"Não";
"43039189";"B";"Sul";"RS";"Capela de Santana";"Sim";"Sim";"Não";
"43041310";"B";"Sul";"RS";"Catuípe";"Sim";"Sim";"Não";
"43044174";"B";"Sul";"RS";"Cerro Branco";"Sim";"Sim";"Não";
"43044239";"B";"Sul";"RS";"Cerro Branco";"Sim";"Sim";"Não";
"43044328";"B";"Sul";"RS";"Cerro Grande";"Sim";"Sim";"Não";
"43044336";"B";"Sul";"RS";"Cerro Grande";"Sim";"Sim";"Não";
"43044549";"B";"Sul";"RS";"Cerro Grande do Sul";"Sim";"Sim";"Não";
"43044573";"B";"Sul";"RS";"Cerro Grande do Sul";"Sim";"Sim";"Não";
"43045553";"B";"Sul";"RS";"Chapada";"Sim";"Sim";"Não";
"43045634";"B";"Sul";"RS";"Charqueadas";"Sim";"Sim";"Não";
"43045936";"B";"Sul";"RS";"Chiapetta";"Sim";"Sim";"Não";
"43046070";"B";"Sul";"RS";"Balneário Pinhal";"Sim";"Sim";"Não";
"43046185";"B";"Sul";"RS";"Balneário Pinhal";"Sim";"Sim";"Não";
"43046517";"B";"Sul";"RS";"Ciríaco";"Sim";"Sim";"Não";
"43046525";"B";"Sul";"RS";"Ciríaco";"Sim";"Sim";"Não";
"43046584";"B";"Sul";"RS";"Colorado";"Sim";"Sim";"Não";
"43047262";"B";"Sul";"RS";"Novo Xingu";"Sim";"Sim";"Não";
"43047645";"B";"Sul";"RS";"Novo Xingu";"Sim";"Sim";"Não";
"43047840";"B";"Sul";"RS";"Coronel Bicaco";"Sim";"Sim";"Não";
"43047955";"B";"Sul";"RS";"Coronel Bicaco";"Sim";"Sim";"Não";
"43048030";"B";"Sul";"RS";"Coronel Bicaco";"Sim";"Sim";"Não";
"43048048";"B";"Sul";"RS";"Coronel Bicaco";"Sim";"Sim";"Não";
"43048978";"B";"Sul";"RS";"Crissiumal";"Sim";"Sim";"Não";
"43049044";"B";"Sul";"RS";"Crissiumal";"Sim";"Sim";"Não";
"43049184";"B";"Sul";"RS";"Cristal";"Sim";"Sim";"Não";
"43049273";"B";"Sul";"RS";"Cristal";"Sim";"Sim";"Não";
"43049583";"B";"Sul";"RS";"Cruz Alta";"Sim";"Sim";"Não";
"43050131";"B";"Sul";"RS";"Cruz Alta";"Sim";"Sim";"Não";
"43050255";"B";"Sul";"RS";"Cruz Alta";"Sim";"Sim";"Não";
"43050379";"B";"Sul";"RS";"Cruzeiro do Sul";"Sim";"Sim";"Não";
"43050808";"B";"Sul";"RS";"David Canabarro";"Sim";"Sim";"Não";
"43050883";"B";"Sul";"RS";"Vila Nova do Sul";"Sim";"Sim";"Não";
"43051235";"B";"Sul";"RS";"Morro Reuter";"Sim";"Sim";"Não";
"43051243";"B";"Sul";"RS";"Morro Reuter";"Sim";"Sim";"Não";
"43051251";"B";"Sul";"RS";"Morro Reuter";"Sim";"Sim";"Não";
"43051995";"B";"Sul";"RS";"Dom Feliciano";"Sim";"Sim";"Não";
"43052037";"B";"Sul";"RS";"Dom Feliciano";"Sim";"Sim";"Não";
"43052169";"B";"Sul";"RS";"Dom Feliciano";"Sim";"Sim";"Não";
"43053548";"B";"Sul";"RS";"Dona Francisca";"Sim";"Sim";"Não";
"43053580";"B";"Sul";"RS";"Dona Francisca";"Sim";"Sim";"Não";
"43054102";"B";"Sul";"RS";"Doutor Ricardo";"Sim";"Sim";"Não";
"43054242";"B";"Sul";"RS";"Encantado";"Sim";"Sim";"Não";
"43054730";"B";"Sul";"RS";"Encruzilhada do Sul";"Sim";"Sim";"Não";
"43055176";"B";"Sul";"RS";"Encruzilhada do Sul";"Sim";"Sim";"Não";
"43056962";"B";"Sul";"RS";"Erechim";"Sim";"Sim";"Não";
"43057322";"B";"Sul";"RS";"Taquara";"Sim";"Sim";"Não";
"43057500";"B";"Sul";"RS";"Pedras Altas";"Sim";"Sim";"Não";
"43057535";"B";"Sul";"RS";"Pedras Altas";"Sim";"Sim";"Não";
"43057551";"B";"Sul";"RS";"Herval";"Sim";"Sim";"Não";
"43057624";"B";"Sul";"RS";"Herval";"Sim";"Sim";"Não";
"43057640";"B";"Sul";"RS";"Herval";"Sim";"Sim";"Não";
"43058191";"B";"Sul";"RS";"Erval Grande";"Sim";"Sim";"Não";
"43058272";"B";"Sul";"RS";"Dois Irmãos das Missões";"Sim";"Sim";"Não";
"43058507";"B";"Sul";"RS";"Erval Seco";"Sim";"Sim";"Não";
"43058523";"B";"Sul";"RS";"Erval Seco";"Sim";"Sim";"Não";
"43058574";"B";"Sul";"RS";"Dois Irmãos das Missões";"Sim";"Sim";"Não";
"43058612";"B";"Sul";"RS";"Erval Seco";"Sim";"Sim";"Não";
"43058698";"B";"Sul";"RS";"Erval Seco";"Sim";"Sim";"Não";
"43059104";"B";"Sul";"RS";"Espumoso";"Sim";"Sim";"Não";
"43059171";"B";"Sul";"RS";"Espumoso";"Sim";"Sim";"Não";
"43059244";"B";"Sul";"RS";"Espumoso";"Sim";"Sim";"Não";
"43059546";"B";"Sul";"RS";"Espumoso";"Sim";"Sim";"Não";
"43060501";"B";"Sul";"RS";"Estrela";"Sim";"Sim";"Não";
"43060927";"B";"Sul";"RS";"Eugênio de Castro";"Sim";"Sim";"Não";
"43060951";"B";"Sul";"RS";"Eugênio de Castro";"Sim";"Sim";"Não";
"43061109";"B";"Sul";"RS";"Porto Lucena";"Sim";"Sim";"Não";
"43061249";"B";"Sul";"RS";"Farroupilha";"Sim";"Sim";"Não";
"43061621";"B";"Sul";"RS";"Farroupilha";"Sim";"Sim";"Não";
"43061630";"B";"Sul";"RS";"Farroupilha";"Sim";"Sim";"Não";
"43061680";"B";"Sul";"RS";"Farroupilha";"Sim";"Sim";"Não";
"43061729";"B";"Sul";"RS";"Farroupilha";"Sim";"Sim";"Não";
"43062083";"B";"Sul";"RS";"São João do Polêsine";"Sim";"Sim";"Não";
"43062091";"B";"Sul";"RS";"São João do Polêsine";"Sim";"Sim";"Não";
"43062490";"B";"Sul";"RS";"Feliz";"Sim";"Sim";"Não";
"43062539";"B";"Sul";"RS";"Vespasiano Corrêa";"Sim";"Sim";"Não";
"43063659";"B";"Sul";"RS";"Fontoura Xavier";"Sim";"Sim";"Não";
"43063900";"B";"Sul";"RS";"Fontoura Xavier";"Sim";"Sim";"Não";
"43064108";"B";"Sul";"RS";"Formigueiro";"Sim";"Sim";"Não";
"43064124";"B";"Sul";"RS";"Formigueiro";"Sim";"Sim";"Não";
"43064248";"B";"Sul";"RS";"Fortaleza dos Valos";"Sim";"Sim";"Não";
"43064582";"B";"Sul";"RS";"Frederico Westphalen";"Sim";"Sim";"Não";
"43064833";"B";"Sul";"RS";"Frederico Westphalen";"Sim";"Sim";"Não";
"43065058";"B";"Sul";"RS";"Garibaldi";"Sim";"Sim";"Não";
"43065996";"B";"Sul";"RS";"General Câmara";"Sim";"Sim";"Não";
"43066062";"B";"Sul";"RS";"General Câmara";"Sim";"Sim";"Não";
"43066070";"B";"Sul";"RS";"General Câmara";"Sim";"Sim";"Não";
"43066135";"B";"Sul";"RS";"Vale Verde";"Sim";"Sim";"Não";
"43066208";"B";"Sul";"RS";"General Câmara";"Sim";"Sim";"Não";
"43066321";"B";"Sul";"RS";"General Câmara";"Sim";"Sim";"Não";
"43066348";"B";"Sul";"RS";"General Câmara";"Sim";"Sim";"Não";
"43067085";"B";"Sul";"RS";"Senador Salgado Filho";"Sim";"Sim";"Não";
"43067441";"B";"Sul";"RS";"Ubiretama";"Sim";"Sim";"Não";
"43068251";"B";"Sul";"RS";"Gramado";"Sim";"Sim";"Não";
"43068367";"B";"Sul";"RS";"Jari";"Sim";"Sim";"Não";
"43068421";"B";"Sul";"RS";"Gramado";"Sim";"Sim";"Não";
"43068430";"B";"Sul";"RS";"Gramado";"Sim";"Sim";"Não";
"43068731";"B";"Sul";"RS";"Gravataí";"Sim";"Sim";"Não";
"43068804";"B";"Sul";"RS";"Gravataí";"Sim";"Sim";"Não";
"43069282";"B";"Sul";"RS";"Gravataí";"Sim";"Sim";"Não";
"43069398";"B";"Sul";"RS";"Gravataí";"Sim";"Sim";"Não";
"43069517";"B";"Sul";"RS";"Gravataí";"Sim";"Sim";"Não";
"43069762";"B";"Sul";"RS";"Guabiju";"Sim";"Sim";"Não";
"43069789";"B";"Sul";"RS";"Guabiju";"Sim";"Sim";"Não";
"43069894";"B";"Sul";"RS";"Mariana Pimentel";"Sim";"Sim";"Não";
"43070094";"B";"Sul";"RS";"Guaíba";"Sim";"Sim";"Não";
"43070116";"B";"Sul";"RS";"Guaíba";"Sim";"Sim";"Não";
"43070990";"B";"Sul";"RS";"União da Serra";"Sim";"Sim";"Não";
"43071597";"B";"Sul";"RS";"Harmonia";"Sim";"Sim";"Não";
"43072038";"B";"Sul";"RS";"Humaitá";"Sim";"Sim";"Não";
"43072291";"B";"Sul";"RS";"Ibarama";"Sim";"Sim";"Não";
"43072399";"B";"Sul";"RS";"Ibarama";"Sim";"Sim";"Não";
"43073158";"B";"Sul";"RS";"Ibirapuitã";"Sim";"Sim";"Não";
"43073182";"B";"Sul";"RS";"Tio Hugo";"Sim";"Sim";"Não";
"43073697";"B";"Sul";"RS";"Ibirubá";"Sim";"Sim";"Não";
"43073794";"B";"Sul";"RS";"Ibirubá";"Sim";"Sim";"Não";
"43075568";"B";"Sul";"RS";"Ilópolis";"Sim";"Sim";"Não";
"43075746";"B";"Sul";"RS";"Westfália";"Sim";"Sim";"Não";
"43076505";"B";"Sul";"RS";"Ipiranga do Sul";"Sim";"Sim";"Não";
"43076718";"B";"Sul";"RS";"Iraí";"Sim";"Sim";"Não";
"43077064";"B";"Sul";"RS";"Itacurubi";"Sim";"Sim";"Não";
"43077137";"B";"Sul";"RS";"Itacurubi";"Sim";"Sim";"Não";
"43077307";"B";"Sul";"RS";"Itaqui";"Sim";"Sim";"Não";
"43077447";"B";"Sul";"RS";"Itaqui";"Sim";"Sim";"Não";
"43077684";"B";"Sul";"RS";"Itaqui";"Sim";"Sim";"Não";
"43078095";"B";"Sul";"RS";"Ivorá";"Sim";"Sim";"Não";
"43078249";"B";"Sul";"RS";"Presidente Lucena";"Sim";"Sim";"Não";
"43078281";"B";"Sul";"RS";"Presidente Lucena";"Sim";"Sim";"Não";
"43078303";"B";"Sul";"RS";"Lindolfo Collor";"Sim";"Sim";"Não";
"43078311";"B";"Sul";"RS";"Lindolfo Collor";"Sim";"Sim";"Não";
"43079199";"B";"Sul";"RS";"Jaguarão";"Sim";"Sim";"Não";
"43079210";"B";"Sul";"RS";"Jaguarão";"Sim";"Sim";"Não";
"43079520";"B";"Sul";"RS";"Jaguari";"Sim";"Sim";"Não";
"43080251";"B";"Sul";"RS";"Jóia";"Sim";"Sim";"Não";
"43080332";"B";"Sul";"RS";"Jóia";"Sim";"Sim";"Não";
"43080448";"B";"Sul";"RS";"Jóia";"Sim";"Sim";"Não";
"43080685";"B";"Sul";"RS";"Quevedos";"Sim";"Sim";"Não";
"43080782";"B";"Sul";"RS";"Quevedos";"Sim";"Sim";"Não";
"43080855";"B";"Sul";"RS";"Júlio de Castilhos";"Sim";"Sim";"Não";
"43080863";"B";"Sul";"RS";"Pinhal Grande";"Sim";"Sim";"Não";
"43080871";"B";"Sul";"RS";"Quevedos";"Sim";"Sim";"Não";
"43080987";"B";"Sul";"RS";"Quevedos";"Sim";"Sim";"Não";
"43081177";"B";"Sul";"RS";"Júlio de Castilhos";"Sim";"Sim";"Não";
"43081347";"B";"Sul";"RS";"Lagoa Vermelha";"Sim";"Sim";"Não";
"43081380";"B";"Sul";"RS";"Lagoa Vermelha";"Sim";"Sim";"Não";
"43081541";"B";"Sul";"RS";"Nova Santa Rita";"Sim";"Sim";"Não";
"43081703";"B";"Sul";"RS";"Lagoa Vermelha";"Sim";"Sim";"Não";
"43081908";"B";"Sul";"RS";"Lagoa Vermelha";"Sim";"Sim";"Não";
"43081916";"B";"Sul";"RS";"Lagoa Vermelha";"Sim";"Sim";"Não";
"43082165";"B";"Sul";"RS";"Cruzaltense";"Sim";"Sim";"Não";
"43082319";"B";"Sul";"RS";"Lagoão";"Sim";"Sim";"Não";
"43082432";"B";"Sul";"RS";"Lagoão";"Sim";"Sim";"Não";
"43082483";"B";"Sul";"RS";"Lagoão";"Sim";"Sim";"Não";
"43083366";"B";"Sul";"RS";"Marques de Souza";"Sim";"Sim";"Não";
"43084001";"B";"Sul";"RS";"Lavras do Sul";"Sim";"Sim";"Não";
"43084150";"B";"Sul";"RS";"Liberato Salzano";"Sim";"Sim";"Não";
"43084176";"B";"Sul";"RS";"Liberato Salzano";"Sim";"Sim";"Não";
"43085466";"B";"Sul";"RS";"Marau";"Sim";"Sim";"Não";
"43085539";"B";"Sul";"RS";"Marau";"Sim";"Sim";"Não";
"43086373";"B";"Sul";"RS";"Mata";"Sim";"Sim";"Não";
"43086390";"B";"Sul";"RS";"Mata";"Sim";"Sim";"Não";
"43086764";"B";"Sul";"RS";"Miraguaí";"Sim";"Sim";"Não";
"43086950";"B";"Sul";"RS";"Miraguaí";"Sim";"Sim";"Não";
"43087000";"B";"Sul";"RS";"Miraguaí";"Sim";"Sim";"Não";
"43087337";"B";"Sul";"RS";"Montenegro";"Sim";"Sim";"Não";
"43087353";"B";"Sul";"RS";"Maratá";"Sim";"Sim";"Não";
"43087485";"B";"Sul";"RS";"Montenegro";"Sim";"Sim";"Não";
"43087523";"B";"Sul";"RS";"Montenegro";"Sim";"Sim";"Não";
"43087574";"B";"Sul";"RS";"Montenegro";"Sim";"Sim";"Não";
"43088139";"B";"Sul";"RS";"Mostardas";"Sim";"Sim";"Não";
"43088228";"B";"Sul";"RS";"Mostardas";"Sim";"Sim";"Não";
"43088287";"B";"Sul";"RS";"Mostardas";"Sim";"Sim";"Não";
"43088392";"B";"Sul";"RS";"Mostardas";"Sim";"Sim";"Não";
"43088910";"B";"Sul";"RS";"Lagoa dos Três Cantos";"Sim";"Sim";"Não";
"43089143";"B";"Sul";"RS";"Não-Me-Toque";"Sim";"Sim";"Não";
"43089607";"B";"Sul";"RS";"Nonoai";"Sim";"Sim";"Não";
"43089682";"B";"Sul";"RS";"Pinto Bandeira";"Sim";"Sim";"Não";
"43089763";"B";"Sul";"RS";"Gramado dos Loureiros";"Sim";"Sim";"Não";
"43089810";"B";"Sul";"RS";"Gramado dos Loureiros";"Sim";"Sim";"Não";
"43090044";"B";"Sul";"RS";"Nova Alvorada";"Sim";"Sim";"Não";
"43090478";"B";"Sul";"RS";"Nova Bassano";"Sim";"Sim";"Não";
"43090800";"B";"Sul";"RS";"Coqueiro Baixo";"Sim";"Sim";"Não";
"43091156";"B";"Sul";"RS";"Araricá";"Sim";"Sim";"Não";
"43091202";"B";"Sul";"RS";"Nova Palma";"Sim";"Sim";"Não";
"43091342";"B";"Sul";"RS";"Pinhal Grande";"Sim";"Sim";"Não";
"43091423";"B";"Sul";"RS";"Nova Palma";"Sim";"Sim";"Não";
"43091857";"B";"Sul";"RS";"Nova Petrópolis";"Sim";"Sim";"Não";
"43092128";"B";"Sul";"RS";"Nova Prata";"Sim";"Sim";"Não";
"43092284";"B";"Sul";"RS";"Nova Roma do Sul";"Sim";"Sim";"Não";
"43092667";"B";"Sul";"RS";"Novo Hamburgo";"Sim";"Sim";"Não";
"43092802";"B";"Sul";"RS";"Marcelino Ramos";"Sim";"Sim";"Não";
"43093442";"B";"Sul";"RS";"Maquiné";"Sim";"Sim";"Não";
"43093701";"B";"Sul";"RS";"Maquiné";"Sim";"Sim";"Não";
"43093833";"B";"Sul";"RS";"Maquiné";"Sim";"Sim";"Não";
"43094465";"B";"Sul";"RS";"Palmares do Sul";"Sim";"Sim";"Não";
"43094619";"B";"Sul";"RS";"Lajeado do Bugre";"Sim";"Sim";"Não";
"43094864";"B";"Sul";"RS";"Palmeira das Missões";"Sim";"Sim";"Não";
"43094902";"B";"Sul";"RS";"Palmeira das Missões";"Sim";"Sim";"Não";
"43094988";"B";"Sul";"RS";"Lajeado do Bugre";"Sim";"Sim";"Não";
"43095020";"B";"Sul";"RS";"Palmeira das Missões";"Sim";"Sim";"Não";
"43095038";"B";"Sul";"RS";"São Pedro das Missões";"Sim";"Sim";"Não";
"43095119";"B";"Sul";"RS";"Palmeira das Missões";"Sim";"Sim";"Não";
"43095372";"B";"Sul";"RS";"Palmeira das Missões";"Sim";"Sim";"Não";
"43095585";"B";"Sul";"RS";"Lajeado do Bugre";"Sim";"Sim";"Não";
"43095887";"B";"Sul";"RS";"Palmeira das Missões";"Sim";"Sim";"Não";
"43097944";"B";"Sul";"RS";"Carlos Barbosa";"Sim";"Sim";"Não";
"43098045";"B";"Sul";"RS";"Passo Fundo";"Sim";"Sim";"Não";
"43098258";"B";"Sul";"RS";"Passo Fundo";"Sim";"Sim";"Não";
"43099351";"B";"Sul";"RS";"Paverama";"Sim";"Sim";"Não";
"43100422";"B";"Sul";"RS";"Pelotas";"Sim";"Sim";"Não";
